r1_A,r2_A,theta_deg,nbf,ncas,nelecas,e_gs_casscf_Ha,e_ex_casscf_Ha,e_gs_nevpt2_Ha,e_ex_nevpt2_Ha,mu_x,mu_y,mu_z,mu_abs,status,wall_s
1.6101543756409509,0.8217302352684964,55.0,92,6,8,-75.94314067704693,-75.8600893747091,-76.14723915670054,-76.05697670725193,-0.07026713903084439,-1.8883752877157402e-15,1.787125584808042e-14,0.07026713903084439,ok,14.36
1.7925140766422638,0.738001992915057,55.0,92,6,8,-75.87128227416974,-75.8204495438481,-76.06936842070665,-76.0136265031111,0.052135786765494394,-1.4557924147089982e-15,1.888774872977317e-14,0.052135786765494394,ok,8.97
1.7925140766422638,0.8682146206261605,55.0,92,6,8,-75.94817121689984,-75.89546888457235,-76.1470775458789,-76.08959694054406,-0.05078195178600504,8.14621932678479e-15,-8.047369440079878e-14,0.05078195178600504,ok,8.02
1.7925140766422638,0.9730484681624365,55.0,92,6,8,-75.96131337408364,-75.90722995531985,-76.16042480279627,-76.10169829181001,-0.048247584444292765,-4.5317619146322e-15,3.530568387619111e-14,0.048247584444292765,ok,7.31
1.6101543756409509,1.3541907073778483,55.0,92,6,8,-75.9265814695625,-75.83602602664433,-76.12697231800473,-76.03150240528791,0.047661830883703064,-8.287235373749231e-16,2.509180342774959e-14,0.047661830883703064,ok,14.3
1.7925140766422638,1.3541907073778483,55.0,92,6,8,-75.90914982842249,-75.8514692973703,-76.10394525652096,-76.04186311738624,0.034324518905609,3.9387826032675095e-14,-4.838921094015404e-13,0.034324518905609,ok,6.13
1.7925140766422638,1.6101543756409509,55.0,92,6,8,-75.86866208722567,-75.81042053631191,-76.05704405438759,-75.99411250053024,-0.02648711380695732,-5.636021318280466e-14,1.9767142077949118e-13,0.02648711380695732,ok,5.29
1.7925140766422638,0.7784650775728821,55.0,92,6,8,-75.9059006942898,-75.85447108045754,-76.10428682895956,-76.04795816242225,0.05195948095789776,-7.274061093053289e-15,5.3757936195010905e-14,0.05195948095789776,ok,11.45
1.7925140766422638,0.9184360891594576,55.0,92,6,8,-75.95792090262908,-75.90454149862862,-76.15699519718498,-76.09890559888247,0.04970347088716675,-4.8837076081682905e-15,6.212471592229488e-14,0.04970347088716675,ok,11.75
1.6101543756409509,1.17311930899858,55.0,92,6,8,-75.95672252901531,-75.86750380734547,-76.1598998888114,-76.06480476243797,0.05507123277123776,3.798561629140758e-16,2.9977808553996947e-15,0.05507123277123776,ok,17.85
1.7925140766422638,1.4691596244932197,55.0,92,6,8,-75.88956318026013,-75.83142203966821,-76.08172052858815,-76.01905798436215,-0.03037577779994629,-1.054137157021614e-14,5.422167960583894e-14,0.03037577779994629,ok,7.02
2.0510782147427644,0.9184360891594576,55.0,92,6,8,-75.94661088635192,-75.92053071389495,-76.1406124127228,-76.11202982855636,-0.030642616447096253,-3.857246159115456e-15,8.535734798594667e-15,0.030642616447096253,ok,4.44
